Item Code,Order Date,Ship Date,Customer Request Date,Sales Qty,Net Amount,Customer
SKU-010,2023-07-29,2023-08-02,2023-08-04,115.0,7867.38,CUST-013
SKU-008,2024-06-30,2024-07-03,2024-07-07,60.0,5371.76,CUST-016
SKU-008,2023-04-11,2023-04-15,2023-04-19,184.0,4021.7,CUST-014
SKU-001,2023-08-15,2023-08-17,2023-08-18,60.0,9380.2,CUST-019
SKU-007,2023-10-30,2023-11-01,2023-11-05,73.0,4108.48,CUST-008
SKU-008,2023-12-12,2023-12-15,2023-12-22,194.0,6596.1,CUST-016
SKU-008,2023-06-22,2023-06-25,2023-06-27,37.0,5692.19,CUST-006
SKU-001,2024-06-20,2024-06-21,2024-06-24,190.0,6848.05,CUST-001
SKU-007,2023-05-21,2023-05-23,2023-05-25,144.0,586.84,CUST-017
SKU-008,2024-01-18,2024-01-19,2024-01-30,131.0,9372.09,CUST-016
SKU-008,2023-01-17,2023-01-18,2023-01-28,115.0,612.58,CUST-017
SKU-005,2023-10-21,2023-10-22,2023-11-01,164.0,6903.31,CUST-006
SKU-002,2023-04-09,2023-04-14,2023-04-14,56.0,6387.92,CUST-009
SKU-006,2023-10-01,2023-10-05,2023-10-05,81.0,4357.26,CUST-019
SKU-004,2023-08-20,2023-08-23,2023-09-02,167.0,1265.86,CUST-002
SKU-002,2024-02-20,2024-02-24,2024-02-29,115.0,1033.09,CUST-001
SKU-003,2023-03-26,2023-03-30,2023-04-04,133.0,3647.07,CUST-004
SKU-004,2023-08-05,2023-08-10,2023-08-15,62.0,9279.51,CUST-009
SKU-001,2023-07-03,2023-07-06,2023-07-06,193.0,6076.84,CUST-013
SKU-002,2023-11-03,2023-11-05,2023-11-15,56.0,8429.18,CUST-013
SKU-003,2023-03-22,2023-03-27,2023-04-05,195.0,1010.12,CUST-014
SKU-004,2023-03-19,2023-03-22,2023-03-31,156.0,9571.15,CUST-013
SKU-006,2023-01-31,2023-02-03,2023-02-10,103.0,3880.21,CUST-013
SKU-007,2023-07-10,2023-07-15,2023-07-23,82.0,7835.59,CUST-010
SKU-004,2023-03-17,2023-03-18,2023-03-24,39.0,7260.93,CUST-005
SKU-007,2023-11-21,2023-11-24,2023-11-25,27.0,9458.12,CUST-015
SKU-006,2023-10-04,2023-10-05,2023-10-09,27.0,4594.31,CUST-018
SKU-002,2023-01-27,2023-01-28,2023-02-04,115.0,6170.78,CUST-011
SKU-007,2023-01-13,2023-01-16,2023-01-22,84.0,1304.65,CUST-018
SKU-004,2024-06-17,2024-06-19,2024-06-30,82.0,1818.98,CUST-010
SKU-005,2024-05-19,2024-05-21,2024-05-23,42.0,3121.64,CUST-010
SKU-008,2023-03-20,2023-03-23,2023-03-27,189.0,7348.54,CUST-016
SKU-010,2023-07-20,2023-07-24,2023-07-24,36.0,564.29,CUST-013
SKU-006,2024-01-25,2024-01-28,2024-02-04,74.0,8247.02,CUST-020
SKU-003,2023-11-04,2023-11-07,2023-11-16,190.0,2408.09,CUST-011
SKU-003,2024-02-12,2024-02-15,2024-02-19,150.0,6512.57,CUST-019
SKU-004,2023-11-30,2023-12-04,2023-12-07,165.0,4232.88,CUST-004
SKU-010,2023-07-24,2023-07-29,2023-08-04,44.0,7792.37,CUST-001
SKU-008,2023-08-03,2023-08-07,2023-08-10,168.0,1157.01,CUST-014
SKU-008,2023-05-23,2023-05-26,2023-05-29,58.0,1964.36,CUST-014
SKU-007,2023-03-17,2023-03-21,2023-03-29,101.0,4307.65,CUST-017
SKU-007,2023-02-07,2023-02-10,2023-02-21,180.0,5600.61,CUST-003
SKU-002,2023-09-12,2023-09-15,2023-09-17,133.0,920.82,CUST-013
SKU-006,2024-03-16,2024-03-17,2024-03-19,29.0,2609.01,CUST-017
SKU-010,2023-08-15,2023-08-19,2023-08-23,84.0,7837.25,CUST-019
SKU-001,2024-05-09,2024-05-10,2024-05-16,89.0,9636.41,CUST-004
SKU-003,2023-12-23,2023-12-26,2023-12-31,97.0,2465.24,CUST-016
SKU-006,2024-05-02,2024-05-03,2024-05-12,147.0,4798.25,CUST-003
SKU-005,2023-02-15,2023-02-16,2023-02-18,171.0,6655.71,CUST-006
SKU-004,2024-06-12,2024-06-14,2024-06-23,40.0,5818.57,CUST-015
SKU-004,2024-02-19,2024-02-21,2024-02-24,132.0,4605.28,CUST-001
SKU-010,2023-07-22,2023-07-26,2023-08-03,92.0,542.28,CUST-007
SKU-004,2023-10-13,2023-10-14,2023-10-25,29.0,8783.8,CUST-006
SKU-006,2023-11-30,2023-12-02,2023-12-10,32.0,6871.66,CUST-016
SKU-006,2024-02-02,2024-02-07,2024-02-11,122.0,3805.28,CUST-015
SKU-010,2023-06-26,2023-06-29,2023-07-08,122.0,6885.05,CUST-011
SKU-002,2023-09-02,2023-09-05,2023-09-06,45.0,7087.65,CUST-017
SKU-007,2024-03-04,2024-03-09,2024-03-09,119.0,4518.87,CUST-016
SKU-003,2023-06-20,2023-06-24,2023-06-27,37.0,3488.51,CUST-015
SKU-010,2023-02-24,2023-02-27,2023-02-27,102.0,2353.72,CUST-013
SKU-008,2024-02-23,2024-02-27,2024-03-03,145.0,4716.59,CUST-006
SKU-002,2023-02-01,2023-02-03,2023-02-08,16.0,2636.01,CUST-010
SKU-003,2024-04-13,2024-04-18,2024-04-27,157.0,5205.48,CUST-017
SKU-002,2023-04-27,2023-04-30,2023-05-08,166.0,3985.19,CUST-002
SKU-008,2023-08-12,2023-08-16,2023-08-16,150.0,6709.88,CUST-008
SKU-005,2023-02-03,2023-02-07,2023-02-10,76.0,8258.92,CUST-015
SKU-002,2023-08-31,2023-09-02,2023-09-14,122.0,3830.99,CUST-020
SKU-007,2023-06-19,2023-06-24,2023-06-24,159.0,8228.53,CUST-002
SKU-010,2023-12-26,2023-12-31,2024-01-02,123.0,2099.58,CUST-010
SKU-005,2023-10-01,2023-10-06,2023-10-14,165.0,1788.09,CUST-014
SKU-001,2023-10-11,2023-10-13,2023-10-25,175.0,2871.93,CUST-011
SKU-004,2024-02-07,2024-02-11,2024-02-12,120.0,3052.81,CUST-014
SKU-007,2024-04-07,2024-04-08,2024-04-20,161.0,7804.4,CUST-013
SKU-006,2024-04-10,2024-04-14,2024-04-18,121.0,8754.62,CUST-003
SKU-008,2024-01-02,2024-01-03,2024-01-13,86.0,9697.22,CUST-007
SKU-008,2023-10-02,2023-10-05,2023-10-09,74.0,5990.37,CUST-019
SKU-008,2023-12-18,2023-12-19,2023-12-21,29.0,7946.95,CUST-015
SKU-001,2023-05-08,2023-05-10,2023-05-18,97.0,9922.46,CUST-014
SKU-004,2023-05-16,2023-05-19,2023-05-21,176.0,8827.65,CUST-003
SKU-006,2023-09-14,2023-09-15,2023-09-22,136.0,6664.66,CUST-002
SKU-007,2023-11-09,2023-11-11,2023-11-18,135.0,7185.13,CUST-001
SKU-004,2024-05-03,2024-05-04,2024-05-08,123.0,5434.72,CUST-015
SKU-001,2023-01-09,2023-01-12,2023-01-13,198.0,4511.98,CUST-005
SKU-008,2023-03-14,2023-03-16,2023-03-23,27.0,8156.59,CUST-004
SKU-006,2024-01-12,2024-01-15,2024-01-17,83.0,8227.0,CUST-005
SKU-003,2023-03-12,2023-03-17,2023-03-24,12.0,6675.19,CUST-015
SKU-006,2023-08-07,2023-08-09,2023-08-16,127.0,4702.65,CUST-007
SKU-002,2023-04-13,2023-04-15,2023-04-17,122.0,4148.3,CUST-014
SKU-006,2023-05-24,2023-05-26,2023-05-31,132.0,2857.59,CUST-020
SKU-010,2023-10-19,2023-10-20,2023-11-01,176.0,2451.73,CUST-020
SKU-007,2023-10-30,2023-10-31,2023-11-05,104.0,1571.06,CUST-016
SKU-010,2023-03-14,2023-03-19,2023-03-17,198.0,9372.28,CUST-005
SKU-007,2024-03-06,2024-03-09,2024-03-17,140.0,7745.9,CUST-003
SKU-001,2023-03-11,2023-03-12,2023-03-18,51.0,9264.5,CUST-013
SKU-007,2024-02-16,2024-02-17,2024-02-29,112.0,6352.45,CUST-009
SKU-002,2023-11-14,2023-11-15,2023-11-25,185.0,9755.98,CUST-005
SKU-010,2023-03-09,2023-03-12,2023-03-23,93.0,9557.57,CUST-008
SKU-001,2023-09-08,2023-09-09,2023-09-17,32.0,6316.82,CUST-002
SKU-005,2023-06-29,2023-06-30,2023-07-02,145.0,7164.25,CUST-006
SKU-008,2023-12-22,2023-12-27,2024-01-02,159.0,7347.27,CUST-006
SKU-006,2023-05-10,2023-05-13,2023-05-24,178.0,7828.59,CUST-001
SKU-006,2024-03-15,2024-03-18,2024-03-26,22.0,7267.07,CUST-019
SKU-002,2024-05-23,2024-05-27,2024-06-03,78.0,5246.3,CUST-019
SKU-003,2024-01-12,2024-01-14,2024-01-19,157.0,8995.55,CUST-004
SKU-004,2024-06-05,2024-06-06,2024-06-08,173.0,616.74,CUST-002
SKU-008,2024-01-08,2024-01-12,2024-01-13,44.0,9623.25,CUST-002
SKU-007,2023-08-18,2023-08-21,2023-08-24,89.0,7342.74,CUST-009
SKU-002,2024-01-17,2024-01-18,2024-01-28,138.0,1000.39,CUST-008
SKU-007,2023-03-12,2023-03-16,2023-03-19,157.0,3451.63,CUST-003
SKU-006,2023-07-25,2023-07-28,2023-08-06,159.0,7525.97,CUST-008
SKU-008,2024-01-13,2024-01-18,2024-01-23,200.0,7870.92,CUST-018
SKU-004,2023-06-04,2023-06-05,2023-06-13,15.0,5644.68,CUST-001
SKU-006,2023-01-02,2023-01-06,2023-01-16,148.0,1487.52,CUST-017
SKU-004,2024-03-05,2024-03-09,2024-03-08,195.0,1852.55,CUST-009
SKU-002,2023-02-14,2023-02-16,2023-02-25,88.0,9007.99,CUST-015
SKU-002,2023-04-08,2023-04-13,2023-04-13,131.0,4246.34,CUST-019
SKU-010,2023-03-05,2023-03-09,2023-03-18,193.0,2749.33,CUST-009
SKU-006,2024-02-07,2024-02-10,2024-02-15,96.0,2719.31,CUST-007
SKU-003,2023-04-22,2023-04-24,2023-04-26,41.0,4927.52,CUST-014
SKU-002,2024-01-02,2024-01-04,2024-01-12,69.0,3017.58,CUST-004
